ix,BAC,age,collection_date,drink_type,num_drinks,sex,units,volume_consumed,weight
837,0.064221194,724,2018-01-29T12:21:46.455706,IPA,2.1,meal,metric,746.2683657,225.7179082
838,0.201982315,362,2018-01-29T12:21:46.455870,Franziskaner Weissbier,5,female,,60,140.57
839,0.048606491,278,2018-01-29T12:21:46.456021,shots,1.1,female,metric,48.12585707,227.2423
840,0.021322182,3/29/55,2018-01-29T12:21:46.456182,Cab,0.8,male,,4,189.78
841,0.032947797,273,2018-01-29T12:21:46.456543,Vino,1.1,M,metric,161.7228151,297.1575232
842,0.123173673,64,2018-01-29T12:21:46.456759,Merlot,3.5,Female,,17.5,170.19
843,0.04254169,1/15/56,2018-01-29T12:21:46.456946,vidka,1.6,M,,2.4,189.53
844,0.036842404,64,2018-01-29T12:21:46.457115,Merlot,1.5,Female,SI,220.7081025,304.1187451
845,0.006467127,627,2018-01-29T12:21:46.457393,whiskey,0.5,M,SI,20.98127205,274.1142777
846,0.093625012,45,2018-01-29T12:21:46.457581,Warsteiner,2.2,F,metric,781.4623118,185.1619691
847,0.206389984,7/2/85,2018-01-29T12:21:46.457766,Franziskaner Weissbier,6.2,female,,74.4,163.13
848,0.085514174,314,2018-01-29T12:21:46.457943,Bud Light,3.8,male,metric,1349.641505,304.0111684
849,0.13987444,725,2018-01-29T12:21:46.458113,Cab,3.7,femeal,,18.5,147.08
850,0.082017849,335,2018-01-29T12:21:46.458273,whiskey,3.6,Male,,5.4,214.52
851,0.043973351,391,2018-01-29T12:21:46.458436,Cab,1.5,Female,metric,222.2712026,270.8423876
852,0.016235428,9/4/69,2018-01-29T12:21:46.458611,shots,0.5,Male,,0.75,213.41
853,0.026997647,47,2018-01-29T12:21:46.458798,vidka,1.1,M,SI,48.83277214,228.5554768
854,0.129727052,38,2018-01-29T12:21:46.458987,vidka,3.3,femeal,,4.95,150.16
855,0.143092428,410,2018-01-29T12:21:46.459175,IPA,4.4,femeal,,52.8,172.44
856,0.013982812,39,2018-01-29T12:21:46.459485,vidka,0.6,,SI,26.57574502,266.1447178
857,0.200017762,22,2018-01-29T12:21:46.459677,IPA,6.7,,,80.4,184.98
858,0.021926899,519,2018-01-29T12:21:46.459848,Vino,0.6,,metric,90.12856855,202.9560719
859,0.153548926,8/10/92,2018-01-29T12:21:46.460013,Beer,4.9,Female,SI,1740.17292,253.0250758
860,0.133014597,279,2018-01-29T12:21:46.460190,Franziskaner Weissbier,6.4,Male,,76.8,226.61
861,0.077402519,59,2018-01-29T12:21:46.460344,Wine,3.4,meal,,17,189.35
862,0.055700126,667,2018-01-29T12:21:46.460503,whiskey,1.8,femeal,,2.7,173.91
863,0.123722964,439,2018-01-29T12:21:46.460651,IPA,3.4,femeal,SI,1207.460613,206.5693164
864,0.02445458,1/28/89,2018-01-29T12:21:46.460810,Franziskaner Weissbier,0.9,,,10.8,185.31
865,0.107062247,507,2018-01-29T12:21:46.460971,Vino,3.6,meal,SI,533.6152998,211.0780681
866,0.05131548,590,2018-01-29T12:21:46.461326,Scotch,2,meal,metric,87.9504711,285.9960715
867,0.299106488,295,2018-01-29T12:21:46.461665,Warsteiner,8.2,femeal,,98.4,152.12
868,0.059758368,610,2018-01-29T12:21:46.461875,IPA,1.5,female,,18,155.67
869,0.152654232,45,2018-01-29T12:21:46.462137,Scotch,3.3,femeal,metric,146.8137357,173.8232896
870,0.086040317,11/14/77,2018-01-29T12:21:46.462458,Scotch,4.4,meal,SI,196.1763884,332.956605
871,0.135948937,573,2018-01-29T12:21:46.462706,Vin,3.7,femeal,,18.5,153.99
872,0.087248088,403,2018-01-29T12:21:46.462879,Merlot,2.2,Female,metric,326.6293991,218.7936405
873,0.102885663,59,2018-01-29T12:21:46.463044,Vino,3.8,male,metric,561.7439712,228.3639767
874,0.046967683,1/1/85,2018-01-29T12:21:46.463297,Bud Light,2.3,male,,27.6,187.39
875,0.131752655,419,2018-01-29T12:21:46.463475,Scotch,3.6,F,,5.4,160.54
876,0.066357574,317,2018-01-29T12:21:46.463683,whiskey,1.9,female,metric,83.79832184,227.6049714
877,0.007080067,496,2018-01-29T12:21:46.463939,Vino,0.6,,,3,202.13
878,0.03054474,44,2018-01-29T12:21:46.464111,vidka,1.1,F,SI,48.70416066,279.5736872
879,0.053704416,437,2018-01-29T12:21:46.464311,Bud Light,2.1,Male,metric,745.4733132,286.3807897
880,0.0879818,63,2018-01-29T12:21:46.464668,Warsteiner,2.3,Female,,27.6,141.78
881,0.191159854,323,2018-01-29T12:21:46.465225,shots,8.4,Male,,12.6,191.48
882,0.031348377,25,2018-01-29T12:21:46.465508,Merlot,1,female,SI,149.327993,267.2025641
883,0.176781751,32,2018-01-29T12:21:46.465810,Warsteiner,4.6,F,,55.2,146.48
884,0.099575903,486,2018-01-29T12:21:46.466249,shots,4.9,,metric,217.4927127,295.7864735
885,0.139615873,423,2018-01-29T12:21:46.466606,Wine,6.4,male,metric,948.5135844,305.3389248
886,0.13015294,375,2018-01-29T12:21:46.466963,Warsteiner,5.6,M,metric,1987.778526,282.3222202
887,0.177856982,28,2018-01-29T12:21:46.467192,Beer,7.9,meal,,94.8,214.75
888,0.180076764,12/6/81,2018-01-29T12:21:46.467366,Cab,4.9,F,metric,726.7486148,225.4753267
889,0.056193698,522,2018-01-29T12:21:46.467592,Vin,1.7,female,metric,251.5906033,253.2392939
890,0.175480887,21,2018-01-29T12:21:46.467873,Cab,8.2,M,,41,208.56
891,0.135958527,531,2018-01-29T12:21:46.468069,whiskey,4,female,metric,175.7899339,246.4735488
892,0.013006886,731,2018-01-29T12:21:46.468263,Scotch,0.4,male,SI,17.66103426,290.8411082
893,0.110407863,487,2018-01-29T12:21:46.468454,Warsteiner,5.6,Male,,67.2,212.74
894,0.111367136,380,2018-01-29T12:21:46.468636,Scotch,4,female,metric,177.8251491,307.6876215
895,0.118244134,26,2018-01-29T12:21:46.468930,Warsteiner,5.6,,metric,1990.088751,294.7523541
896,0.032300621,648,2018-01-29T12:21:46.469195,Merlot,1.4,M,,7,206.19
897,0.094472019,63,2018-01-29T12:21:46.469405,Scotch,3.5,Male,SI,154.7950318,252.4869729
898,0.122481124,462,2018-01-29T12:21:46.469619,vidka,5.2,meal,metric,229.7312555,265.3886071
899,0.140659007,682,2018-01-29T12:21:46.469822,shots,4,F,metric,177.8638033,233.8144073
900,0.1116719,8/22/69,2018-01-29T12:21:46.469996,Warsteiner,3.6,femeal,,43.2,174.25
901,0.095393007,500,2018-01-29T12:21:46.470159,Cab,4.2,Male,,21,228.29
902,0.086873441,615,2018-01-29T12:21:46.470304,Beer,3.9,meal,,46.8,207.15
903,0.121517563,608,2018-01-29T12:21:46.470451,Franziskaner Weissbier,4.4,,,52.8,200.88
904,0.080476834,56,2018-01-29T12:21:46.470602,Warsteiner,3.1,,,37.2,206.02
905,0.063434065,56,2018-01-29T12:21:46.470762,Wine,2.7,M,SI,399.2588909,269.6312742
906,0.18882971,281,2018-01-29T12:21:46.470932,Vino,7.5,male,metric,1110.533861,262.6202578
907,0.150370653,31,2018-01-29T12:21:46.471090,shots,3.9,femeal,metric,173.6763924,223.4282727
908,0.192005934,25,2018-01-29T12:21:46.471262,Scotch,6.9,,metric,305.561779,242.5108499
909,0.019105587,36,2018-01-29T12:21:46.471439,Bud Light,0.7,Male,,8.4,200.58
910,0.082566286,21,2018-01-29T12:21:46.471599,Cab,2.3,femeal,,11.5,165.69
911,0.051091808,395,2018-01-29T12:21:46.471800,Merlot,2.3,meal,,11.5,194.13
912,0.236459967,12/3/91,2018-01-29T12:21:46.471951,Franziskaner Weissbier,7.7,Female,SI,2734.693722,255.2219226
913,0.051502733,42,2018-01-29T12:21:46.472127,Cab,1.8,M,SI,266.9369558,241.0418034
914,0.027654492,704,2018-01-29T12:21:46.472299,vidka,1.3,meal,SI,58.55705641,284.3336219
915,0.135926341,12/29/86,2018-01-29T12:21:46.472465,whiskey,4,Female,,6,159.09
916,0.086795137,49,2018-01-29T12:21:46.472623,Scotch,2.5,femeal,SI,110.2806332,229.077106
917,0.04115597,57,2018-01-29T12:21:46.472795,Merlot,1.3,female,,6.5,154.23
918,0.111700619,662,2018-01-29T12:21:46.472954,Wine,3.2,femeal,metric,472.3332368,235.6501424
919,0.153934883,295,2018-01-29T12:21:46.473112,Franziskaner Weissbier,6.1,M,,73.2,182.31
920,0.013570873,63,2018-01-29T12:21:46.473256,vidka,0.8,M,metric,36.11999612,278.727143
921,0.084422056,49,2018-01-29T12:21:46.473428,Vino,3.5,Male,,17.5,179.94
922,0.168086487,38,2018-01-29T12:21:46.473766,IPA,5.2,femeal,,62.4,172.73
923,0.17163748,11/10/91,2018-01-29T12:21:46.474115,Cab,3.8,femeal,metric,561.0127415,178.3216313
924,0.133507619,711,2018-01-29T12:21:46.474485,Beer,3.8,,SI,1348.907597,224.4680994
925,0.091311295,271,2018-01-29T12:21:46.474729,Wine,3.3,meal,SI,488.5478439,242.1172543
926,0.115018107,40,2018-01-29T12:21:46.474916,Franziskaner Weissbier,4.4,Male,metric,1562.278707,262.0482238
927,0.070607507,11/26/64,2018-01-29T12:21:46.475113,Vino,2.8,Male,,14,201.93
928,0.035113743,43,2018-01-29T12:21:46.475296,Scotch,1.2,meal,,1.8,186.58
929,0.042389336,47,2018-01-29T12:21:46.475485,vidka,1.1,femeal,,1.65,160.67
930,0.092145366,593,2018-01-29T12:21:46.475664,Wine,3,female,metric,445.3260292,257.9705142
931,0.071962534,4/8/65,2018-01-29T12:21:46.475918,vidka,3.3,male,metric,146.1337377,316.6538121
932,0.084877617,317,2018-01-29T12:21:46.476097,Wine,2.8,female,metric,415.3164469,287.0716466
933,0.053797378,524,2018-01-29T12:21:46.476290,Cab,2.3,male,metric,339.634989,286.6343904
934,0.017915004,359,2018-01-29T12:21:46.476456,vidka,0.8,Male,,1.2,185.06
935,0.285345344,21,2018-01-29T12:21:46.476611,vidka,9.2,M,SI,409.4709389,214.6737504
936,0.07389735,12/21/53,2018-01-29T12:21:46.476924,Franziskaner Weissbier,2,female,metric,710.3234995,245.4344526
937,0.047601176,21,2018-01-29T12:21:46.477127,Warsteiner,2.3,male,,27.6,211.47
938,0.037109396,48,2018-01-29T12:21:46.477295,shots,1,Female,SI,43.99610947,236.0747391
939,0.109849605,8/8/80,2018-01-29T12:21:46.477601,vidka,4.7,male,,7.05,194.73
940,0.134987931,25,2018-01-29T12:21:46.477852,IPA,4,femeal,,48,172.85
941,0.034947893,12/25/75,2018-01-29T12:21:46.478025,Cab,1.2,female,,6,170.4
942,0.112844632,702,2018-01-29T12:21:46.478193,Vin,3,Female,SI,443.5493703,234.1345057
943,0.016057656,55,2018-01-29T12:21:46.478363,IPA,0.5,femeal,metric,177.7377996,210.8744179
944,0.084431366,7/10/90,2018-01-29T12:21:46.478538,whiskey,3.6,male,,5.4,190.61
945,0.016003624,2/12/61,2018-01-29T12:21:46.478701,shots,0.4,male,,0.6,189.46
946,0.019375145,52,2018-01-29T12:21:46.478873,IPA,0.5,female,metric,178.5149601,244.962006
947,0.179864469,11/27/94,2018-01-29T12:21:46.479050,vidka,5.5,F,metric,243.430889,254.0887958
948,0.015408802,2/22/62,2018-01-29T12:21:46.479229,Warsteiner,0.4,,,4.8,123.1
949,0.063145901,58,2018-01-29T12:21:46.479402,Bud Light,1.7,femeal,,20.4,172.22
950,0.12830242,4/17/80,2018-01-29T12:21:46.479572,Cab,3.3,Female,,16.5,153.17
951,-0.00142922,9/13/55,2018-01-29T12:21:46.479745,Beer,0.4,M,SI,142.6440117,300.6641501
952,0.144705433,1/3/68,2018-01-29T12:21:46.479919,vidka,4.5,female,metric,198.9816406,251.661132
953,0.132412791,629,2018-01-29T12:21:46.480092,Wine,4.3,female,metric,637.211795,248.5640449
954,0.103513558,42,2018-01-29T12:21:46.480261,Scotch,4.8,,,7.2,213.61
955,0.093327957,8/16/63,2018-01-29T12:21:46.480421,shots,2.8,,SI,125.1480043,237.2215072
956,0.024501639,304,2018-01-29T12:21:46.480594,shots,1,Male,metric,43.69522352,251.8779412
957,0.049641364,609,2018-01-29T12:21:46.480753,Cab,2,,metric,297.5860222,255.9373584
958,0.132965883,8/18/74,2018-01-29T12:21:46.480915,Vin,4,female,SI,592.3949674,252.9317629
959,0.189089932,360,2018-01-29T12:21:46.481428,Beer,7.5,male,,90,174.53
960,0.224323748,28,2018-01-29T12:21:46.481632,Bud Light,4.5,femeal,,54,117
961,0.086894158,638,2018-01-29T12:21:46.481885,shots,3.8,male,metric,167.9782823,286.7434217
962,0.029122858,62,2018-01-29T12:21:46.482100,Bud Light,1.6,male,metric,566.5440583,281.5740937
963,0.049224482,6/19/77,2018-01-29T12:21:46.482310,Scotch,1.9,meal,,2.85,183.35
964,0.200679444,5/20/94,2018-01-29T12:21:46.482794,Cab,7.4,female,metric,1095.890386,286.8055027
965,0.183686568,22,2018-01-29T12:21:46.483199,whiskey,4.4,F,,6.6,132.35
966,0.121188528,551,2018-01-29T12:21:46.483507,shots,4.9,,metric,217.3237108,250.1203354
967,0.169215277,320,2018-01-29T12:21:46.483701,Franziskaner Weissbier,5.7,M,,68.4,148.5
968,0.090533852,7/2/84,2018-01-29T12:21:46.483872,Franziskaner Weissbier,3,female,metric,1066.802787,270.2129777
969,0.15252718,390,2018-01-29T12:21:46.484061,Vino,7,,,35,204.23
970,0.062000858,4/10/84,2018-01-29T12:21:46.484249,Cab,2.2,Male,,11,174.42
971,0.093144274,22,2018-01-29T12:21:46.484720,Cab,4.5,M,,22.5,204.64
972,0.062963627,721,2018-01-29T12:21:46.485035,Cab,2.5,male,metric,368.1443053,260.8456017
973,0.023606622,1/30/92,2018-01-29T12:21:46.485355,shots,1,Female,,1.5,194.05
974,0.021438612,488,2018-01-29T12:21:46.485761,Scotch,1.2,meal,,1.8,207.74
975,0.034140608,21,2018-01-29T12:21:46.486186,Beer,1.1,M,metric,391.6858267,262.9869259
976,0.125390419,468,2018-01-29T12:21:46.486460,Franziskaner Weissbier,5.1,male,SI,1812.818289,289.6249487
977,0.073193973,64,2018-01-29T12:21:46.486699,Vino,2.7,M,metric,398.9498053,261.6275002
978,0.146080463,295,2018-01-29T12:21:46.487018,shots,4.1,F,metric,180.6500877,215.3340084
979,0.112878229,476,2018-01-29T12:21:46.487575,Vin,5,Male,metric,739.4000551,308.920731
980,0.17620279,28,2018-01-29T12:21:46.487854,IPA,4.3,female,,51.6,140.94
981,0.045295688,59,2018-01-29T12:21:46.488109,Wine,1.7,meal,metric,249.1358845,243.2386854
982,0.025409147,368,2018-01-29T12:21:46.488406,Vino,0.8,femeal,,4,193.81
983,0.03840561,691,2018-01-29T12:21:46.488817,Cab,0.9,Female,,4.5,141.08
984,0.177999657,380,2018-01-29T12:21:46.489062,Bud Light,6.4,Male,metric,2274.00882,249.3468092
985,0.097330343,11/8/68,2018-01-29T12:21:46.489303,vidka,3.6,M,,5.4,176.99
986,0.104857297,3/10/90,2018-01-29T12:21:46.489536,Vin,4.5,Male,SI,665.8030191,271.8033785
987,0.035167113,384,2018-01-29T12:21:46.489815,Merlot,0.8,female,metric,117.5216487,194.2852948
988,0.043991507,2/11/93,2018-01-29T12:21:46.490026,Wine,2,meal,SI,295.3329622,275.3666037
989,0.1472614,559,2018-01-29T12:21:46.490212,Merlot,4.3,F,,21.5,162.26
990,0.098002023,4/21/80,2018-01-29T12:21:46.490365,Bud Light,3.3,,,39.6,172.51
991,0.010186905,610,2018-01-29T12:21:46.490532,Merlot,0.5,meal,,2.5,198.81
992,0.058899344,11/16/85,2018-01-29T12:21:46.490690,Bud Light,1.6,,,19.2,139.58
993,0.012469494,41,2018-01-29T12:21:46.490854,Franziskaner Weissbier,0.6,Male,,7.2,181.56
994,0.06666193,1/27/93,2018-01-29T12:21:46.491015,Bud Light,2,F,metric,711.2327135,242.6460703
995,0.02371381,737,2018-01-29T12:21:46.491299,Vino,0.8,Male,SI,117.6531229,270.1721756
996,0.309642215,294,2018-01-29T12:21:46.491505,Bud Light,8.2,Female,,98.4,149.36
997,0.247447678,407,2018-01-29T12:21:46.491670,Vin,5.9,femeal,,29.5,135.98
998,0.126434478,7/24/71,2018-01-29T12:21:46.491828,Warsteiner,3.8,,SI,1350.64736,238.4951886
999,0.091173195,53,2018-01-29T12:21:46.492015,Warsteiner,3.3,,,39.6,179.15
1000,0.072249261,638,2018-01-29T12:21:46.492189,Franziskaner Weissbier,2.8,Male,metric,992.6438593,256.8519689
1001,0.034214877,52,2018-01-29T12:21:46.492358,Vino,1.4,meal,metric,207.9637586,216.2943713
1002,0.067790493,52,2018-01-29T12:21:46.492545,Franziskaner Weissbier,1.9,Female,,22.8,162.8
1003,0.049304627,671,2018-01-29T12:21:46.492749,Cab,1.8,male,metric,266.7768889,280.4348191
1004,0.055333164,670,2018-01-29T12:21:46.492931,Cab,1.3,femeal,SI,193.0650235,204.9751491
1005,0.075404265,292,2018-01-29T12:21:46.493112,IPA,3.1,male,SI,1100.229139,273.8859145
1006,0.063402435,62,2018-01-29T12:21:46.493462,Scotch,2.4,F,,3.6,204.17
1007,0.034873742,762,2018-01-29T12:21:46.493653,shots,1.6,meal,,2.4,189.75
1008,0.116095375,12/14/68,2018-01-29T12:21:46.493813,Vin,4.1,Female,metric,606.7015199,276.9754684
1009,0.028989,5/24/54,2018-01-29T12:21:46.493995,Franziskaner Weissbier,1.2,meal,metric,428.9940789,319.4366834
1010,0.07489254,749,2018-01-29T12:21:46.494176,Vin,2.8,M,metric,414.9333272,251.3414428
1011,0.094787815,718,2018-01-29T12:21:46.494341,Vin,2.9,female,SI,430.5010017,272.1578368
1012,0.109792607,737,2018-01-29T12:21:46.494561,Beer,3.7,Female,,44.4,176.94
1013,0.004105699,632,2018-01-29T12:21:46.494726,vidka,0.5,male,,0.75,225.65
1014,0.053976979,705,2018-01-29T12:21:46.494896,Vino,2.6,M,,13,207.86
1015,0.075008193,637,2018-01-29T12:21:46.495057,Bud Light,2.4,female,,28.8,180.52
1016,0.101161761,255,2018-01-29T12:21:46.495220,Warsteiner,3.6,meal,metric,1280.463716,259.5850423
1017,0.079396367,274,2018-01-29T12:21:46.495389,IPA,3.3,,metric,1172.877052,285.567826
1018,0.080347326,739,2018-01-29T12:21:46.495556,Bud Light,2.4,femeal,,28.8,161.15
1019,0.037383345,495,2018-01-29T12:21:46.495711,Vin,1.2,female,metric,178.1378925,245.1254575
1020,0.197032422,28,2018-01-29T12:21:46.495879,Vin,6.1,femeal,,30.5,172.02
1021,0.149367031,522,2018-01-29T12:21:46.496046,Franziskaner Weissbier,4,Female,,48,147.02
1022,0.183470844,407,2018-01-29T12:21:46.496201,whiskey,4.4,F,metric,196.1723983,195.6849209
1023,0.171990554,321,2018-01-29T12:21:46.496369,Bud Light,7.5,Male,metric,2664.543242,287.4702262
1024,0.200592057,507,2018-01-29T12:21:46.496533,Warsteiner,5.3,femeal,,63.6,151.84
1025,0.238435462,25,2018-01-29T12:21:46.496687,Franziskaner Weissbier,7.9,M,SI,2807.262415,215.4839194
1026,0.011966097,755,2018-01-29T12:21:46.496867,Vin,0.4,female,,2,168.3
1027,0.107375124,729,2018-01-29T12:21:46.497100,vidka,2.9,F,metric,129.0654233,213.6558552
1028,0.151464279,605,2018-01-29T12:21:46.497350,whiskey,4.5,female,,6.75,166.67
1029,0.056345409,567,2018-01-29T12:21:46.497511,Vin,1.6,Female,metric,237.6545918,247.8623933
1030,0.159070534,305,2018-01-29T12:21:46.497686,shots,6.9,M,,10.35,194.67
1031,0.141798198,38,2018-01-29T12:21:46.497841,Scotch,5.8,male,,8.7,184.75
1032,0.049927163,3/15/71,2018-01-29T12:21:46.498010,Bud Light,1.6,M,SI,569.3004185,237.3157649
1033,0.125205044,44,2018-01-29T12:21:46.498297,whiskey,5,male,metric,223.2637724,260.7644769
1034,0.072015539,614,2018-01-29T12:21:46.498478,Vin,2.9,male,,14.5,175.44
1035,0.078502094,681,2018-01-29T12:21:46.498629,Bud Light,2.6,female,metric,923.8033703,241.2689242
1036,0.041393944,440,2018-01-29T12:21:46.498798,IPA,2.1,male,SI,745.5233087,325.3690393
1037,0.059893617,3/23/58,2018-01-29T12:21:46.498959,Scotch,2.9,M,,4.35,208.88
1038,0.025343129,11/5/95,2018-01-29T12:21:46.499121,whiskey,1.1,male,,1.65,186.76
1039,0.063520139,29,2018-01-29T12:21:46.499284,Scotch,2.6,male,metric,114.7704607,260.0561516
1040,0.01415454,55,2018-01-29T12:21:46.499568,whiskey,0.4,,,0.6,198.56
1041,0.053463315,701,2018-01-29T12:21:46.500038,Wine,1.3,female,metric,192.4602437,243.6262612
1042,0.099933673,11/23/80,2018-01-29T12:21:46.500257,Beer,4.1,meal,SI,1456.815745,271.4546539
1043,0.047268131,2/14/53,2018-01-29T12:21:46.500574,Vino,1.5,Female,,7.5,175.15
1044,0.015691759,7/15/55,2018-01-29T12:21:46.500882,Beer,0.8,Male,metric,284.6752898,272.0777386
1045,0.321302155,23,2018-01-29T12:21:46.501119,Vin,9.5,meal,,47.5,132.9
1046,0.242138246,332,2018-01-29T12:21:46.501313,vidka,7.3,female,SI,322.8276151,245.3274694
1047,0.094053488,7/5/75,2018-01-29T12:21:46.501513,Merlot,2.4,Female,metric,356.1471588,217.3692593
1048,0.013962584,61,2018-01-29T12:21:46.501783,vidka,1.2,,,1.8,205.89
1049,0.006621897,430,2018-01-29T12:21:46.502004,whiskey,0.7,meal,metric,31.09490425,300.3216538
1050,0.041850391,323,2018-01-29T12:21:46.502181,Vin,1.9,M,,9.5,179.26
1051,0.025409857,24,2018-01-29T12:21:46.502338,Franziskaner Weissbier,1,meal,,12,189.58
1052,0.104810497,264,2018-01-29T12:21:46.502505,Cab,4.6,Male,,23,196.25
1053,0.142849313,35,2018-01-29T12:21:46.502768,Warsteiner,5.6,male,,67.2,179.6
1054,0.104339214,1/23/70,2018-01-29T12:21:46.503104,vidka,2.6,female,,3.9,141.02
1055,0.144654843,9/30/80,2018-01-29T12:21:46.503543,Merlot,3.4,femeal,,17,130.13
1056,0.057505615,10/15/70,2018-01-29T12:21:46.503998,vidka,2.1,femeal,SI,91.7186298,271.9369152
1057,0.065265125,549,2018-01-29T12:21:46.504669,Cab,3.3,male,,16.5,212.57
1058,0.116548185,12/19/77,2018-01-29T12:21:46.504959,whiskey,3.8,,,5.7,176.51
1059,0.081196278,566,2018-01-29T12:21:46.505237,Vin,3.2,male,,16,169.77
1060,0.154678205,35,2018-01-29T12:21:46.505572,Cab,4.9,female,,24.5,187.32
1061,0.041213968,24,2018-01-29T12:21:46.506164,Vin,1,Female,metric,147.7860088,206.552347
1062,0.088048479,701,2018-01-29T12:21:46.506525,Wine,3,M,metric,442.5464956,234.4537846
1063,0.026689822,776,2018-01-29T12:21:46.506799,Cab,0.8,F,SI,117.4815667,257.4061402
1064,0.107432689,6/17/70,2018-01-29T12:21:46.507157,shots,4.2,meal,metric,185.6071994,277.0185456
1065,0.054691893,594,2018-01-29T12:21:46.507835,vidka,2.5,male,,3.75,212.26
1066,0.013025639,44,2018-01-29T12:21:46.508104,shots,0.6,femeal,,0.9,163.68
1067,0.029024927,499,2018-01-29T12:21:46.508389,Beer,1.2,M,,14.4,217.17
1068,0.147101976,1/15/94,2018-01-29T12:21:46.508566,Bud Light,6.3,meal,SI,2238.117532,293.6333976
1069,0.098309448,765,2018-01-29T12:21:46.508836,IPA,3.1,femeal,,37.2,170.15
1070,0.015502616,627,2018-01-29T12:21:46.509002,Beer,0.5,F,,6,185.22
1071,0.040072337,641,2018-01-29T12:21:46.509156,Merlot,1.4,meal,metric,207.2158205,232.8345573
1072,0.099961774,589,2018-01-29T12:21:46.509326,Beer,4.1,Male,metric,1455.058804,254.4549613
1073,0.096091498,7/20/84,2018-01-29T12:21:46.509506,IPA,3.7,Male,metric,1313.701799,251.1960158
1074,0.063699548,8/8/73,2018-01-29T12:21:46.509685,Vin,2.2,Female,,11,197.96
1075,0.162060009,543,2018-01-29T12:21:46.509853,Merlot,4.4,female,,22,156.34
1076,0.030505868,670,2018-01-29T12:21:46.510014,vidka,1.3,Male,metric,57.79739552,276.8951491
1077,0.022509507,697,2018-01-29T12:21:46.510189,Bud Light,0.9,Female,,10.8,202.26
1078,0.124977556,268,2018-01-29T12:21:46.510350,Beer,5.6,male,,67.2,193.07
1079,0.032937669,12/3/89,2018-01-29T12:21:46.510510,Vino,1.8,meal,metric,266.4761398,312.7625351
1080,0.039370957,400,2018-01-29T12:21:46.510711,Bud Light,1.5,Female,,18,199.75
1081,0.063376203,658,2018-01-29T12:21:46.510918,vidka,2.7,,metric,120.066353,249.4873318
1082,0.046829142,6/15/61,2018-01-29T12:21:46.511186,vidka,2.7,M,SI,120.6112699,301.1171935
1083,0.176378216,519,2018-01-29T12:21:46.511411,IPA,5.2,femeal,SI,1848.178442,244.6239757
1084,0.027298698,7/11/74,2018-01-29T12:21:46.511589,Bud Light,1.2,,,14.4,175.89
1085,0.034994653,606,2018-01-29T12:21:46.511767,Franziskaner Weissbier,1.5,Male,,18,172.68
1086,0.058009573,487,2018-01-29T12:21:46.511926,Vin,2.5,Male,metric,370.8496967,269.31858
1087,0.111070338,7/18/76,2018-01-29T12:21:46.512108,IPA,4.8,Male,,57.6,188.89
1088,0.02012908,39,2018-01-29T12:21:46.512280,Franziskaner Weissbier,0.6,Male,metric,214.4754548,295.0579219
1089,0.185674715,393,2018-01-29T12:21:46.512464,IPA,5.4,female,metric,1917.040345,233.1502775
1090,0.032648705,549,2018-01-29T12:21:46.512641,Scotch,1.1,F,metric,50.76074578,262.6533697
1091,0.215763951,268,2018-01-29T12:21:46.512809,Scotch,7.9,F,,11.85,208.48
1092,0.017202045,559,2018-01-29T12:21:46.512971,whiskey,0.5,,,0.75,183.41
1093,0.134555853,691,2018-01-29T12:21:46.513133,Vin,3.9,,metric,577.112632,255.4104072
1094,0.018218874,2/19/68,2018-01-29T12:21:46.513313,Vin,0.5,male,,2.5,175.8
1095,0.096013585,681,2018-01-29T12:21:46.513639,Cab,3.5,Female,,17.5,195.64
1096,0.113821872,444,2018-01-29T12:21:46.513824,shots,4.8,meal,metric,213.7118418,305.5945111
1097,0.110832078,10/6/69,2018-01-29T12:21:46.514002,Cab,4.7,meal,,23.5,191.96
1098,0.032490616,458,2018-01-29T12:21:46.514178,Bud Light,1.3,male,SI,461.1454992,249.1503886
1099,0.072388004,5/17/65,2018-01-29T12:21:46.514350,IPA,2.4,female,SI,853.1553718,276.9445522
1100,0.231618282,5/24/88,2018-01-29T12:21:46.514537,Cab,5.9,female,metric,873.1258463,211.2604237
1101,0.150983909,9/1/67,2018-01-29T12:21:46.514722,Merlot,4,female,metric,592.4477594,213.73971
1102,0.06865773,7/18/87,2018-01-29T12:21:46.514907,Beer,3.3,femeal,,39.6,222.75
1103,0.091320156,762,2018-01-29T12:21:46.515089,Bud Light,2.8,Male,,33.6,135.71
1104,0.159861154,591,2018-01-29T12:21:46.515239,Cab,4.6,Female,metric,680.4364143,236.6150948
1105,0.022590107,346,2018-01-29T12:21:46.515597,Warsteiner,0.9,female,,10.8,193.35
1106,0.075518703,474,2018-01-29T12:21:46.515843,shots,3.2,male,metric,141.8716806,268.0341714
1107,0.056875625,653,2018-01-29T12:21:46.516020,whiskey,3.2,,,4.8,233.4
1108,0.11139221,303,2018-01-29T12:21:46.516176,vidka,3,femeal,SI,133.0560002,227.1007364
1109,0.114636222,561,2018-01-29T12:21:46.516341,Wine,3.2,,metric,473.7522746,246.0117082
1110,0.120189732,729,2018-01-29T12:21:46.516504,Merlot,3.3,femeal,,16.5,144.4
1111,0.112248884,3/26/58,2018-01-29T12:21:46.516652,vidka,2.9,female,,4.35,142.55
1112,0.077817754,483,2018-01-29T12:21:46.516816,IPA,1.9,female,metric,676.562869,199.6686079
